Year,State,Species,Number,Pounds
1997,FLW_Keys/AL,Atlantic_Croaker,,
1998,FLW_Keys/AL,Atlantic_Croaker,121,158.181485
1999,FLW_Keys/AL,Atlantic_Croaker,,
2000,FLW_Keys/AL,Atlantic_Croaker,,
2001,FLW_Keys/AL,Atlantic_Croaker,,
2006,FLW_Keys/AL,Atlantic_Croaker,,
2009,FLW_Keys/AL,Atlantic_Croaker,,
2011,FLW_Keys/AL,Atlantic_Croaker,,
1997,GA/FLE,Atlantic_Croaker,,
1999,GA/FLE,Atlantic_Croaker,,
2000,GA/FLE,Atlantic_Croaker,,
2001,GA/FLE,Atlantic_Croaker,,
2004,GA/FLE,Atlantic_Croaker,,
2007,GA/FLE,Atlantic_Croaker,,
2008,GA/FLE,Atlantic_Croaker,62,51.57928952
2009,GA/FLE,Atlantic_Croaker,42,36.21308812
2010,GA/FLE,Atlantic_Croaker,,
2011,GA/FLE,Atlantic_Croaker,185,139.7817265
2012,GA/FLE,Atlantic_Croaker,328,268.5888546
2013,GA/FLE,Atlantic_Croaker,577,450.0004205
2014,GA/FLE,Atlantic_Croaker,249,196.3566849
2015,GA/FLE,Atlantic_Croaker,114,126.1108779
2016,GA/FLE,Atlantic_Croaker,53,25.1216449
2017,GA/FLE,Atlantic_Croaker,35,30.04456136
2018,GA/FLE,Atlantic_Croaker,52,47.99237278
1996,LA/MS,Atlantic_Croaker,104,130.1387186
1997,LA/MS,Atlantic_Croaker,,
1998,LA/MS,Atlantic_Croaker,,
1999,LA/MS,Atlantic_Croaker,,
2000,LA/MS,Atlantic_Croaker,,
2008,LA/MS,Atlantic_Croaker,,
2009,LA/MS,Atlantic_Croaker,,
2011,LA/MS,Atlantic_Croaker,60,66.4252006
2012,LA/MS,Atlantic_Croaker,,
2013,LA/MS,Atlantic_Croaker,27,83.3015667
2014,LA/MS,Atlantic_Croaker,15,45.11313906
2015,LA/MS,Atlantic_Croaker,30,15.65059738
2016,LA/MS,Atlantic_Croaker,82,169.2927698
2017,LA/MS,Atlantic_Croaker,68,57.02911016
2018,LA/MS,Atlantic_Croaker,130,16.5126038
1996,NC,Atlantic_Croaker,,
2004,NC,Atlantic_Croaker,,
2005,NC,Atlantic_Croaker,,
2007,NC,Atlantic_Croaker,,
2010,NC,Atlantic_Croaker,,
2011,NC,Atlantic_Croaker,,
2014,NC,Atlantic_Croaker,15,8.8295031
2015,NC,Atlantic_Croaker,,
2016,NC,Atlantic_Croaker,,
2018,NC,Atlantic_Croaker,,
1996,SC,Atlantic_Croaker,,
1998,SC,Atlantic_Croaker,15,20.4809198
1999,SC,Atlantic_Croaker,82,130.7119198
2002,SC,Atlantic_Croaker,,
2004,SC,Atlantic_Croaker,,
2006,SC,Atlantic_Croaker,,
2008,SC,Atlantic_Croaker,,
2012,SC,Atlantic_Croaker,200,72.88253258
2013,SC,Atlantic_Croaker,,
2014,SC,Atlantic_Croaker,,
2015,SC,Atlantic_Croaker,,
2016,SC,Atlantic_Croaker,1031,488.6870923
2017,SC,Atlantic_Croaker,,
2018,SC,Atlantic_Croaker,1988,1113.617496
1996,TX,Atlantic_Croaker,,
2001,TX,Atlantic_Croaker,,
2007,TX,Atlantic_Croaker,,
2008,TX,Atlantic_Croaker,,
2009,TX,Atlantic_Croaker,,
2010,TX,Atlantic_Croaker,,
2011,TX,Atlantic_Croaker,,
2012,TX,Atlantic_Croaker,,
2013,TX,Atlantic_Croaker,,
2014,TX,Atlantic_Croaker,51,155.4742116
2015,TX,Atlantic_Croaker,28,14.90102658
2016,TX,Atlantic_Croaker,,
2017,TX,Atlantic_Croaker,17,13.6025054
2018,TX,Atlantic_Croaker,77,57.47664802
1996,FLW_Keys/AL,Black_Sea_Bass,16876,12291.08719
1997,FLW_Keys/AL,Black_Sea_Bass,28359,15507.62777
1998,FLW_Keys/AL,Black_Sea_Bass,19547,11402.8017
1999,FLW_Keys/AL,Black_Sea_Bass,13733,9604.912046
2000,FLW_Keys/AL,Black_Sea_Bass,11298,9265.312382
2001,FLW_Keys/AL,Black_Sea_Bass,10768,7077.425447
2002,FLW_Keys/AL,Black_Sea_Bass,3029,1985.216218
2003,FLW_Keys/AL,Black_Sea_Bass,9471,6179.175075
2004,FLW_Keys/AL,Black_Sea_Bass,5691,3738.57255
2005,FLW_Keys/AL,Black_Sea_Bass,6635,6129.593171
2006,FLW_Keys/AL,Black_Sea_Bass,2154,1555.271225
2007,FLW_Keys/AL,Black_Sea_Bass,8897,6496.164157
2008,FLW_Keys/AL,Black_Sea_Bass,8218,6198.965948
2009,FLW_Keys/AL,Black_Sea_Bass,5371,4046.703469
2010,FLW_Keys/AL,Black_Sea_Bass,3588,3980.516367
2011,FLW_Keys/AL,Black_Sea_Bass,7550,6623.932909
2012,FLW_Keys/AL,Black_Sea_Bass,14117,12137.59053
2013,FLW_Keys/AL,Black_Sea_Bass,6341,6220.679251
2014,FLW_Keys/AL,Black_Sea_Bass,10679,10513.37642
2015,FLW_Keys/AL,Black_Sea_Bass,15270,20570.44721
2016,FLW_Keys/AL,Black_Sea_Bass,18701,15482.38708
2017,FLW_Keys/AL,Black_Sea_Bass,15186,12609.38582
2018,FLW_Keys/AL,Black_Sea_Bass,12475,18685.59191
1996,GA/FLE,Black_Sea_Bass,35961,24720.58043
1997,GA/FLE,Black_Sea_Bass,42137,26210.17603
1998,GA/FLE,Black_Sea_Bass,32587,17060.62824
1999,GA/FLE,Black_Sea_Bass,52756,36953.35542
2000,GA/FLE,Black_Sea_Bass,29183,23214.80292
2001,GA/FLE,Black_Sea_Bass,38585,25900.47101
2002,GA/FLE,Black_Sea_Bass,27241,20007.05878
2003,GA/FLE,Black_Sea_Bass,32199,26432.35763
2004,GA/FLE,Black_Sea_Bass,91544,84622.0459
2005,GA/FLE,Black_Sea_Bass,78050,62595.02609
2006,GA/FLE,Black_Sea_Bass,70540,53608.20131
2007,GA/FLE,Black_Sea_Bass,52449,47909.78331
2008,GA/FLE,Black_Sea_Bass,33643,31515.28541
2009,GA/FLE,Black_Sea_Bass,83915,83215.89076
2010,GA/FLE,Black_Sea_Bass,136306,138484.7684
2011,GA/FLE,Black_Sea_Bass,108901,116925.3507
2012,GA/FLE,Black_Sea_Bass,31141,33902.78966
2013,GA/FLE,Black_Sea_Bass,29011,34659.36674
2014,GA/FLE,Black_Sea_Bass,27012,33816.14809
2015,GA/FLE,Black_Sea_Bass,15689,20451.0494
2016,GA/FLE,Black_Sea_Bass,13079,16373.14615
2017,GA/FLE,Black_Sea_Bass,8264,11306.25919
2018,GA/FLE,Black_Sea_Bass,5809,7104.53566
1996,NC,Black_Sea_Bass,48446,45820.46934
1997,NC,Black_Sea_Bass,41394,33918.18893
1998,NC,Black_Sea_Bass,54297,46315.56085
1999,NC,Black_Sea_Bass,68500,64254.75221
2000,NC,Black_Sea_Bass,67552,62490.48301
2001,NC,Black_Sea_Bass,58472,54782.42601
2002,NC,Black_Sea_Bass,48124,43901.01694
2003,NC,Black_Sea_Bass,45716,42764.1385
2004,NC,Black_Sea_Bass,52154,55060.45064
2005,NC,Black_Sea_Bass,62725,60539.35022
2006,NC,Black_Sea_Bass,38353,35647.40467
2007,NC,Black_Sea_Bass,35155,39605.21786
2008,NC,Black_Sea_Bass,25426,31564.85849
2009,NC,Black_Sea_Bass,25147,30958.73129
2010,NC,Black_Sea_Bass,51444,64306.44394
2011,NC,Black_Sea_Bass,36398,43765.4791
2012,NC,Black_Sea_Bass,35385,46301.55049
2013,NC,Black_Sea_Bass,31970,43649.20745
2014,NC,Black_Sea_Bass,27907,38127.50517
2015,NC,Black_Sea_Bass,29852,39391.13163
2016,NC,Black_Sea_Bass,21261,28539.615
2017,NC,Black_Sea_Bass,20999,26671.71763
2018,NC,Black_Sea_Bass,21146,26405.65748
1996,SC,Black_Sea_Bass,127695,76001.69509
1997,SC,Black_Sea_Bass,124206,87613.23022
1998,SC,Black_Sea_Bass,110243,79127.60375
1999,SC,Black_Sea_Bass,104514,91360.68739
2000,SC,Black_Sea_Bass,81337,58884.36403
2001,SC,Black_Sea_Bass,102377,91341.77175
2002,SC,Black_Sea_Bass,76654,59366.66875
2003,SC,Black_Sea_Bass,76929,64914.33042
2004,SC,Black_Sea_Bass,106962,97903.9775
2005,SC,Black_Sea_Bass,79691,56524.67106
2006,SC,Black_Sea_Bass,122548,84809.28427
2007,SC,Black_Sea_Bass,76570,74461.86723
2008,SC,Black_Sea_Bass,33583,36119.76876
2009,SC,Black_Sea_Bass,44718,48995.88714
2010,SC,Black_Sea_Bass,82527,86444.10039
2011,SC,Black_Sea_Bass,61668,71873.78445
2012,SC,Black_Sea_Bass,40836,48058.5224
2013,SC,Black_Sea_Bass,27741,39604.77915
2014,SC,Black_Sea_Bass,24684,32925.9534
2015,SC,Black_Sea_Bass,17416,20928.74647
2016,SC,Black_Sea_Bass,16578,21785.63817
2017,SC,Black_Sea_Bass,13799,16398.65361
2018,SC,Black_Sea_Bass,19596,24138.90026
1991,FLW_Keys/AL,Bluefish,91,263.9150602
1992,FLW_Keys/AL,Bluefish,169,909.4939348
1993,FLW_Keys/AL,Bluefish,487,1195.984304
1994,FLW_Keys/AL,Bluefish,280,1575.884422
1995,FLW_Keys/AL,Bluefish,128,468.9006278
1996,FLW_Keys/AL,Bluefish,669,1481.50464
1997,FLW_Keys/AL,Bluefish,241,400.8440084
1998,FLW_Keys/AL,Bluefish,484,756.956277
1999,FLW_Keys/AL,Bluefish,208,767.869146
2000,FLW_Keys/AL,Bluefish,92,246.6749318
2001,FLW_Keys/AL,Bluefish,238,478.9316488
2002,FLW_Keys/AL,Bluefish,162,468.0849184
2003,FLW_Keys/AL,Bluefish,4084,8748.8581
2004,FLW_Keys/AL,Bluefish,546,1136.591841
2005,FLW_Keys/AL,Bluefish,5400,7689.560237
2006,FLW_Keys/AL,Bluefish,1410,2612.121961
2007,FLW_Keys/AL,Bluefish,2125,2887.3842
2008,FLW_Keys/AL,Bluefish,387,950.9099261
2009,FLW_Keys/AL,Bluefish,320,603.8365995
2010,FLW_Keys/AL,Bluefish,214,423.9351983
2011,FLW_Keys/AL,Bluefish,283,800.8216011
2012,FLW_Keys/AL,Bluefish,186,316.6209105
2013,FLW_Keys/AL,Bluefish,151,321.2572264
2014,FLW_Keys/AL,Bluefish,46,95.75326046
2015,FLW_Keys/AL,Bluefish,153,197.9969222
2016,FLW_Keys/AL,Bluefish,230,502.5784029
2017,FLW_Keys/AL,Bluefish,166,364.9263394
2018,FLW_Keys/AL,Bluefish,249,355.3230146
1991,GA/FLE,Bluefish,373,2522.945082
1992,GA/FLE,Bluefish,4711,53192.71862
1993,GA/FLE,Bluefish,1491,6818.492828
1994,GA/FLE,Bluefish,1945,14779.04496
1995,GA/FLE,Bluefish,2180,7294.778933
1996,GA/FLE,Bluefish,1943,3856.012657
1997,GA/FLE,Bluefish,825,770.404459
1998,GA/FLE,Bluefish,2991,4595.177651
1999,GA/FLE,Bluefish,1186,9601.142146
2000,GA/FLE,Bluefish,761,1232.140072
2001,GA/FLE,Bluefish,2968,3697.037509
2002,GA/FLE,Bluefish,103,144.9096726
2003,GA/FLE,Bluefish,1003,1409.237196
2004,GA/FLE,Bluefish,795,1689.973507
2005,GA/FLE,Bluefish,904,2018.417795
2006,GA/FLE,Bluefish,240,392.973515
2007,GA/FLE,Bluefish,623,844.0828594
2008,GA/FLE,Bluefish,1372,3887.084571
2009,GA/FLE,Bluefish,569,2273.102111
2010,GA/FLE,Bluefish,1228,2023.475193
2011,GA/FLE,Bluefish,1449,3622.157591
2012,GA/FLE,Bluefish,450,571.8078802
2013,GA/FLE,Bluefish,905,1159.162741
2014,GA/FLE,Bluefish,971,1149.907746
2015,GA/FLE,Bluefish,1076,1638.515472
2016,GA/FLE,Bluefish,2257,3738.48657
2017,GA/FLE,Bluefish,1300,3603.574849
2018,GA/FLE,Bluefish,1593,2517.191024
1991,NC,Bluefish,296,2328.497598
1992,NC,Bluefish,2385,22756.68289
1993,NC,Bluefish,1071,7565.109438
1994,NC,Bluefish,980,10664.36423
1995,NC,Bluefish,252,2886.045996
1996,NC,Bluefish,2518,22634.01783
1997,NC,Bluefish,32,124.4948914
1998,NC,Bluefish,605,3508.630684
1999,NC,Bluefish,35,232.1244398
2000,NC,Bluefish,16,25.573592
2001,NC,Bluefish,,
2002,NC,Bluefish,68,46.3411124
2003,NC,Bluefish,1010,8535.3627
2004,NC,Bluefish,3092,7483.494405
2005,NC,Bluefish,84,227.957708
2006,NC,Bluefish,594,862.2930206
2007,NC,Bluefish,,
2008,NC,Bluefish,954,870.0488738
2009,NC,Bluefish,242,139.065225
2010,NC,Bluefish,275,146.5829792
2011,NC,Bluefish,2392,9590.524696
2012,NC,Bluefish,155,452.7054893
2013,NC,Bluefish,424,446.5876688
2014,NC,Bluefish,241,255.3082237
2015,NC,Bluefish,36,37.15446086
2016,NC,Bluefish,348,542.4732064
2017,NC,Bluefish,177,197.7257539
2018,NC,Bluefish,,
1991,SC,Bluefish,927,7377.341952
1992,SC,Bluefish,250,2385.39884
1993,SC,Bluefish,282,1991.896216
1994,SC,Bluefish,273,2970.835681
1995,SC,Bluefish,260,1675.445061
1996,SC,Bluefish,220,1855.275915
1997,SC,Bluefish,245,246.0796844
1998,SC,Bluefish,304,2076.333162
1999,SC,Bluefish,223,1438.580689
2000,SC,Bluefish,203,329.1718122
2001,SC,Bluefish,119,148.2827412
2002,SC,Bluefish,131,95.0632144
2003,SC,Bluefish,198,172.180822
2004,SC,Bluefish,882,1679.479516
2005,SC,Bluefish,288,924.4633046
2006,SC,Bluefish,647,445.6859792
2007,SC,Bluefish,1340,1418.595808
2008,SC,Bluefish,1779,2299.21804
2009,SC,Bluefish,698,341.4868195
2010,SC,Bluefish,584,326.4358788
2011,SC,Bluefish,2070,3686.276759
2012,SC,Bluefish,2158,11454.71609
2013,SC,Bluefish,637,670.4690344
2014,SC,Bluefish,516,562.8637368
2015,SC,Bluefish,427,493.4755269
2016,SC,Bluefish,637,889.1430876
2017,SC,Bluefish,757,847.1274396
2018,SC,Bluefish,312,221.4628975
1991,FLW_Keys/AL,Greater_Amberjack,6837,61493.59794
1992,FLW_Keys/AL,Greater_Amberjack,10529,164970.4139
1993,FLW_Keys/AL,Greater_Amberjack,7553,146033.5879
1994,FLW_Keys/AL,Greater_Amberjack,7428,117018.1652
1995,FLW_Keys/AL,Greater_Amberjack,2884,45311.06984
1996,FLW_Keys/AL,Greater_Amberjack,3422,41717.82584
1997,FLW_Keys/AL,Greater_Amberjack,3878,50729.95967
1998,FLW_Keys/AL,Greater_Amberjack,2678,48903.23358
1999,FLW_Keys/AL,Greater_Amberjack,3550,47484.29605
2000,FLW_Keys/AL,Greater_Amberjack,4269,64955.18203
2001,FLW_Keys/AL,Greater_Amberjack,2581,35971.39563
2002,FLW_Keys/AL,Greater_Amberjack,5033,68010.87354
2003,FLW_Keys/AL,Greater_Amberjack,5168,94224.55491
2004,FLW_Keys/AL,Greater_Amberjack,3318,62075.79399
2005,FLW_Keys/AL,Greater_Amberjack,2804,42352.97687
2006,FLW_Keys/AL,Greater_Amberjack,3207,48057.62953
2007,FLW_Keys/AL,Greater_Amberjack,3178,41445.39213
2008,FLW_Keys/AL,Greater_Amberjack,1995,21940.47083
2009,FLW_Keys/AL,Greater_Amberjack,3445,59828.42641
2010,FLW_Keys/AL,Greater_Amberjack,1762,39631.3382
2011,FLW_Keys/AL,Greater_Amberjack,2276,42710.27963
2012,FLW_Keys/AL,Greater_Amberjack,2714,70493.78272
2013,FLW_Keys/AL,Greater_Amberjack,1774,36722.76981
2014,FLW_Keys/AL,Greater_Amberjack,1225,24429.17817
2015,FLW_Keys/AL,Greater_Amberjack,1602,30981.85114
2016,FLW_Keys/AL,Greater_Amberjack,711,12800.80856
2017,FLW_Keys/AL,Greater_Amberjack,432,9173.009351
2018,FLW_Keys/AL,Greater_Amberjack,742,19358.78806
1991,GA/FLE,Greater_Amberjack,2565,43235.92718
1992,GA/FLE,Greater_Amberjack,4593,102307.2871
1993,GA/FLE,Greater_Amberjack,3195,72325.68966
1994,GA/FLE,Greater_Amberjack,3740,64035.06183
1995,GA/FLE,Greater_Amberjack,2109,37499.85868
1996,GA/FLE,Greater_Amberjack,2340,45222.5764
1997,GA/FLE,Greater_Amberjack,912,13860.29162
1998,GA/FLE,Greater_Amberjack,1335,21955.89876
1999,GA/FLE,Greater_Amberjack,2989,49186.37293
2000,GA/FLE,Greater_Amberjack,3512,76478.92919
2001,GA/FLE,Greater_Amberjack,2703,60060.61698
2002,GA/FLE,Greater_Amberjack,3245,48781.64879
2003,GA/FLE,Greater_Amberjack,4207,82497.85043
2004,GA/FLE,Greater_Amberjack,1188,26454.73452
2005,GA/FLE,Greater_Amberjack,942,11819.12214
2006,GA/FLE,Greater_Amberjack,1190,17385.23649
2007,GA/FLE,Greater_Amberjack,2424,42825.11829
2008,GA/FLE,Greater_Amberjack,2008,41370.54969
2009,GA/FLE,Greater_Amberjack,2098,48153.98906
2010,GA/FLE,Greater_Amberjack,1471,29644.87698
2011,GA/FLE,Greater_Amberjack,572,17290.96253
2012,GA/FLE,Greater_Amberjack,827,13785.49988
2013,GA/FLE,Greater_Amberjack,2287,40462.06106
2014,GA/FLE,Greater_Amberjack,1576,26842.64623
2015,GA/FLE,Greater_Amberjack,2932,54366.86396
2016,GA/FLE,Greater_Amberjack,3475,50875.39845
2017,GA/FLE,Greater_Amberjack,1474,29801.68719
2018,GA/FLE,Greater_Amberjack,378,5870.770783
1991,LA/MS,Greater_Amberjack,1097,15281.08102
1992,LA/MS,Greater_Amberjack,3932,70637.08302
1993,LA/MS,Greater_Amberjack,2989,48158.11611
1994,LA/MS,Greater_Amberjack,1697,30741.35356
1995,LA/MS,Greater_Amberjack,1456,22729.9188
1996,LA/MS,Greater_Amberjack,3841,56685.36581
1997,LA/MS,Greater_Amberjack,945,15849.03523
1998,LA/MS,Greater_Amberjack,663,12171.17791
1999,LA/MS,Greater_Amberjack,990,14955.32637
2000,LA/MS,Greater_Amberjack,,
2001,LA/MS,Greater_Amberjack,,
2002,LA/MS,Greater_Amberjack,2167,41090.98624
2003,LA/MS,Greater_Amberjack,,
2007,LA/MS,Greater_Amberjack,145,833.1589673
2008,LA/MS,Greater_Amberjack,1427,17001.18287
2009,LA/MS,Greater_Amberjack,1263,27246.19531
2010,LA/MS,Greater_Amberjack,123,2485.435677
2011,LA/MS,Greater_Amberjack,314,7986.180835
2012,LA/MS,Greater_Amberjack,353,10390.41595
2013,LA/MS,Greater_Amberjack,,
2014,LA/MS,Greater_Amberjack,,
2015,LA/MS,Greater_Amberjack,,
2016,LA/MS,Greater_Amberjack,53,993.6156201
2018,LA/MS,Greater_Amberjack,131,4136.433707
1991,NC,Greater_Amberjack,1832,35034.93919
1992,NC,Greater_Amberjack,1529,28787.46499
1993,NC,Greater_Amberjack,835,18032.57906
1994,NC,Greater_Amberjack,587,15352.35639
1995,NC,Greater_Amberjack,695,12089.38651
1996,NC,Greater_Amberjack,736,14055.99573
1997,NC,Greater_Amberjack,256,5329.227926
1998,NC,Greater_Amberjack,263,4506.507834
1999,NC,Greater_Amberjack,283,3244.451069
2000,NC,Greater_Amberjack,487,12154.29052
2001,NC,Greater_Amberjack,295,6303.515643
2002,NC,Greater_Amberjack,264,3047.71078
2003,NC,Greater_Amberjack,223,4473.019657
2004,NC,Greater_Amberjack,746,16287.29164
2005,NC,Greater_Amberjack,316,4619.031639
2006,NC,Greater_Amberjack,361,4542.354956
2007,NC,Greater_Amberjack,379,7680.794667
2008,NC,Greater_Amberjack,414,5724.441335
2009,NC,Greater_Amberjack,480,10027.5377
2010,NC,Greater_Amberjack,149,4143.953666
2011,NC,Greater_Amberjack,187,2850.690505
2012,NC,Greater_Amberjack,487,7773.554054
2013,NC,Greater_Amberjack,490,10156.39553
2014,NC,Greater_Amberjack,727,14792.80178
2015,NC,Greater_Amberjack,1059,18554.24947
2016,NC,Greater_Amberjack,896,19532.76565
2017,NC,Greater_Amberjack,577,10926.23561
2018,NC,Greater_Amberjack,303,5363.560473
1991,SC,Greater_Amberjack,3800,58881.29961
1992,SC,Greater_Amberjack,1237,17637.44502
1993,SC,Greater_Amberjack,1858,32657.03606
1994,SC,Greater_Amberjack,2032,31226.85497
1995,SC,Greater_Amberjack,1655,26613.46716
1996,SC,Greater_Amberjack,1780,29755.22703
1997,SC,Greater_Amberjack,1417,27983.55031
1998,SC,Greater_Amberjack,1771,25787.57242
1999,SC,Greater_Amberjack,1327,15130.77003
2000,SC,Greater_Amberjack,1681,40922.9501
2001,SC,Greater_Amberjack,1678,27600.10075
2002,SC,Greater_Amberjack,2043,33545.057
2003,SC,Greater_Amberjack,2520,45641.65261
2004,SC,Greater_Amberjack,1586,35176.21124
2005,SC,Greater_Amberjack,846,11045.78554
2006,SC,Greater_Amberjack,814,15401.65169
2007,SC,Greater_Amberjack,3299,62370.39295
2008,SC,Greater_Amberjack,1859,26235.60632
2009,SC,Greater_Amberjack,1807,28771.89376
2010,SC,Greater_Amberjack,1641,35138.13525
2011,SC,Greater_Amberjack,1073,12510.58798
2012,SC,Greater_Amberjack,1016,18933.00319
2013,SC,Greater_Amberjack,1327,28915.27563
2014,SC,Greater_Amberjack,1348,29674.64597
2015,SC,Greater_Amberjack,1185,24465.38023
2016,SC,Greater_Amberjack,1148,28199.12907
2017,SC,Greater_Amberjack,1372,26115.15911
2018,SC,Greater_Amberjack,923,15213.15888
1991,TX,Greater_Amberjack,2430,32256.98571
1992,TX,Greater_Amberjack,5902,84906.39778
1993,TX,Greater_Amberjack,4689,65633.19087
1994,TX,Greater_Amberjack,4543,75324.43583
1995,TX,Greater_Amberjack,4486,78644.06444
1996,TX,Greater_Amberjack,3444,44826.71483
1997,TX,Greater_Amberjack,2942,61914.85673
1998,TX,Greater_Amberjack,1898,28968.55248
1999,TX,Greater_Amberjack,880,13072.86749
2000,TX,Greater_Amberjack,1653,33500.98664
2001,TX,Greater_Amberjack,1482,25541.58092
2002,TX,Greater_Amberjack,3658,53304.53695
2003,TX,Greater_Amberjack,4309,59069.90485
2004,TX,Greater_Amberjack,3160,51391.985
2005,TX,Greater_Amberjack,1943,24886.41195
2006,TX,Greater_Amberjack,2028,34288.05803
2007,TX,Greater_Amberjack,1360,18726.89106
2008,TX,Greater_Amberjack,1572,17299.45031
2009,TX,Greater_Amberjack,922,18379.10784
2010,TX,Greater_Amberjack,929,16857.45267
2011,TX,Greater_Amberjack,708,15648.19875
2012,TX,Greater_Amberjack,984,23236.30017
2013,TX,Greater_Amberjack,880,25314.93275
2014,TX,Greater_Amberjack,508,13970.00233
2015,TX,Greater_Amberjack,1124,26346.17242
2016,TX,Greater_Amberjack,515,12714.80634
2017,TX,Greater_Amberjack,459,15271.55486
2018,TX,Greater_Amberjack,1171,37434.36823
1991,FLW_Keys/AL,King_Mackerel,5484,36302.265
1992,FLW_Keys/AL,King_Mackerel,3931,27922.61461
1993,FLW_Keys/AL,King_Mackerel,9943,72516.89635
1994,FLW_Keys/AL,King_Mackerel,10005,78386.01367
1995,FLW_Keys/AL,King_Mackerel,5613,44571.53006
1996,FLW_Keys/AL,King_Mackerel,7389,48942.43172
1997,FLW_Keys/AL,King_Mackerel,7497,50823.50169
1998,FLW_Keys/AL,King_Mackerel,6121,37908.24248
1999,FLW_Keys/AL,King_Mackerel,2900,18753.40161
2000,FLW_Keys/AL,King_Mackerel,3114,21255.93191
2001,FLW_Keys/AL,King_Mackerel,4559,31607.24011
2002,FLW_Keys/AL,King_Mackerel,5900,38503.33556
2003,FLW_Keys/AL,King_Mackerel,4683,31946.88387
2004,FLW_Keys/AL,King_Mackerel,2938,23897.70601
2005,FLW_Keys/AL,King_Mackerel,3886,21017.21566
2006,FLW_Keys/AL,King_Mackerel,4238,29428.63462
2007,FLW_Keys/AL,King_Mackerel,3978,35331.44515
2008,FLW_Keys/AL,King_Mackerel,2866,22847.49559
2009,FLW_Keys/AL,King_Mackerel,4683,40397.29153
2010,FLW_Keys/AL,King_Mackerel,2977,25534.06096
2011,FLW_Keys/AL,King_Mackerel,3309,32246.10592
2012,FLW_Keys/AL,King_Mackerel,3510,35189.26921
2013,FLW_Keys/AL,King_Mackerel,1348,11825.5442
2014,FLW_Keys/AL,King_Mackerel,1340,11854.60771
2015,FLW_Keys/AL,King_Mackerel,1993,16493.92846
2016,FLW_Keys/AL,King_Mackerel,2206,23303.36251
2017,FLW_Keys/AL,King_Mackerel,1450,12262.60571
2018,FLW_Keys/AL,King_Mackerel,1383,11595.45242
1991,GA/FLE,King_Mackerel,51168,282864.0337
1992,GA/FLE,King_Mackerel,28749,174527.9927
1993,GA/FLE,King_Mackerel,30239,189104.9622
1994,GA/FLE,King_Mackerel,32515,202659.1864
1995,GA/FLE,King_Mackerel,25814,163302.3543
1996,GA/FLE,King_Mackerel,44369,210279.1909
1997,GA/FLE,King_Mackerel,29637,184830.8875
1998,GA/FLE,King_Mackerel,24165,154454.8394
1999,GA/FLE,King_Mackerel,25188,155119.0033
2000,GA/FLE,King_Mackerel,24978,170826.568
2001,GA/FLE,King_Mackerel,13853,99801.53803
2002,GA/FLE,King_Mackerel,10242,77477.75432
2003,GA/FLE,King_Mackerel,10484,71158.05677
2004,GA/FLE,King_Mackerel,15893,131509.6175
2005,GA/FLE,King_Mackerel,32322,209268.3947
